tuoi,chieu_cao,so_tran,ban_thang,kien_tao,so_phut_tren_ban,so_phut,danh_hieu,Centre_Forward,Central_Midfield,Left_Winger,Attacking_Midfield,Right_Winger,Defensive_Midfield,Second_Striker,Centre_Back,Right_Back,Left_Back ,Goalkeeper,Right_Midfield,Left_Midfield,value_club,value
25,1.83,25,1,4,1484,1484,6,0,0,0,0,0,0,0,0,1,0,0,0,0,979.7,28
27,1.88,47,2,7,1548,3097,3,0,0,0,0,0,0,0,0,0,0,0,1,0,534.45,28
26,1.72,40,5,3,495,2475,2,0,0,1,0,1,0,0,0,0,0,0,0,0,437,28
27,1.75,41,4,4,519,2076,6,0,0,0,0,1,0,0,0,0,0,0,0,0,629,28
26,1.83,41,3,3,555,1666,3,0,1,0,0,0,0,0,0,0,0,0,0,0,767,28
27,1.85,41,2,4,1736,3472,1,0,0,0,0,0,0,0,0,1,0,0,0,0,443.1,28
26,1.79,33,4,1,363,1452,6,0,0,0,0,0,0,1,0,0,0,0,0,0,313,28
25,1.8,27,3,1,677,2030,6,0,1,0,0,0,0,0,0,0,0,0,0,0,487.3,28
28,1.9,31,2,0,1204,2407,6,0,0,0,0,0,0,0,1,0,0,0,0,0,451.5,28
30,1.81,36,2,4,1074,2147,5,0,0,0,0,0,1,0,0,0,0,0,0,0,534.45,28
30,1.95,36,38,13,83,3140,6,0,0,0,0,0,0,0,0,0,0,1,0,0,437,28
30,1.86,46,7,7,518,3627,6,0,1,0,0,0,0,0,0,0,0,0,0,0,890,28
28,1.89,27,15,4,143,2148,6,1,0,0,0,0,0,0,0,0,0,0,0,0,253.5,28
19,1.77,37,5,5,429,2145,0,0,0,1,1,0,0,0,0,0,0,0,0,0,231.8,27
21,1.84,39,2,10,1455,2910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,309.95,27
22,1.7,32,2,6,700,1400,3,0,0,0,1,0,0,0,0,0,0,0,0,0,890,27
22,1.92,39,0,1,0,1462,2,0,0,0,1,0,0,0,0,0,0,0,0,0,547.25,27
26,1.78,29,8,0,126,1012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,680.3,27
26,1.71,33,26,9,105,2739,6,0,0,0,0,1,0,0,0,0,0,0,0,0,160,27
24,1.95,27,8,0,168,1342,3,1,0,0,0,0,0,0,0,0,0,0,0,0,451.5,27
28,1.78,35,1,3,2788,2788,3,0,1,0,0,0,0,0,0,0,0,0,0,0,437,27
30,1.8,28,7,3,341,2384,2,0,0,0,0,0,0,0,0,0,0,0,0,0,309.95,27
23,1.82,46,6,3,319,1913,2,0,1,0,0,0,0,0,0,0,0,0,0,0,629,26
18,1.8,34,6,6,222,1335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,795.7,25
22,1.77,15,3,2,355,1065,5,0,0,0,0,0,1,0,0,0,0,0,0,0,332.65,25
20,1.89,31,4,4,335,1339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,882.55,25
20,1.81,41,9,6,343,3083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,226.3,25
21,1.83,43,1,1,3660,3660,1,0,0,0,0,0,0,0,1,0,0,0,0,0,421.85,25
20,1.84,31,17,6,141,2405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.4,25
19,1.87,46,5,0,832,4162,1,0,0,0,0,0,0,0,1,0,0,0,0,0,313,25
19,1.81,34,1,1,2474,2474,2,0,0,0,0,0,1,0,0,0,0,0,0,0,397,25
20,1.79,21,0,1,0,1626,0,0,0,1,0,0,0,0,0,1,0,0,0,0,231.8,25
21,1.75,36,7,5,317,2221,5,1,0,0,0,0,0,0,0,0,0,0,0,0,320.3,25
21,1.78,26,0,2,0,705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795.7,25
24,1.85,45,2,2,1929,3858,1,0,1,0,0,0,0,0,0,0,0,0,0,0,324.2,25
21,1.85,51,3,3,1288,3865,3,0,0,0,0,0,0,0,1,0,0,0,0,0,234.5,25
26,1.94,40,0,0,0,3600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,398.7,25
20,1.73,2,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,397,25
21,1.78,37,21,3,141,2966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.1,25
22,1.97,39,45,9,78,3528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,225.65,25
25,1.87,29,1,2,2201,2201,3,0,0,0,0,0,0,0,0,1,0,0,0,0,278.2,25
22,1.82,47,0,1,0,3573,1,0,0,0,0,0,1,0,0,0,0,0,0,0,234.5,25
24,1.83,35,2,1,1150,2299,0,0,0,0,0,0,0,0,0,1,0,0,0,0,680.3,25
24,1.78,33,2,2,1222,2443,1,0,1,0,0,0,0,0,0,0,0,0,0,0,443.1,25
24,1.85,41,5,5,548,2741,2,0,1,0,0,0,0,0,0,0,0,0,0,0,259.2,25
26,1.81,40,2,1,633,1266,1,0,1,0,0,0,0,0,0,0,0,0,0,0,629,25
25,1.83,15,1,1,1316,1316,2,0,0,1,0,0,0,0,0,1,0,0,0,0,443.1,25
26,1.82,27,0,0,0,1196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,680.3,25
23,1.74,38,3,7,961,2882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231.8,25
23,1.84,25,0,1,0,1852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,437,25
25,1.78,35,5,4,411,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,25
25,1.9,47,6,4,700,4200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,324.2,25
23,1.75,33,7,5,301,2108,3,0,0,0,0,1,0,0,0,0,0,0,0,0,443.1,25
27,1.78,48,6,2,366,2199,1,0,0,0,1,0,0,0,0,0,0,0,0,0,451.5,25
26,1.73,37,1,0,2955,2955,1,0,0,0,0,0,0,0,0,1,0,0,0,0,397,25
25,1.9,28,1,0,1524,1524,3,0,0,0,0,0,0,0,1,0,0,0,0,0,329.5,25
23,1.75,38,9,2,206,1851,5,1,0,0,0,0,0,0,0,0,0,0,0,0,890,25
24,1.88,32,0,2,0,1270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,890,25
26,1.91,36,3,1,551,1654,2,0,0,0,0,0,1,0,0,0,0,0,0,0,795.7,25
24,1.68,50,12,14,298,3570,1,0,0,0,0,1,0,0,0,0,0,0,0,0,234.5,25
26,1.89,18,2,1,598,1196,5,1,0,0,0,0,0,0,0,0,0,0,0,0,352.9,25
25,1.8,35,1,2,1449,1449,6,0,0,0,0,0,0,0,0,0,1,0,0,0,890,25
27,1.82,49,12,8,162,1945,6,0,0,0,0,1,0,0,0,0,0,0,0,0,860.8,25
26,1.85,46,0,1,0,3255,5,0,0,0,0,0,1,0,0,0,0,0,0,0,236.3,25
27,1.77,43,10,10,340,3401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274.15,25
30,1.87,40,13,5,189,2457,2,1,0,0,0,0,0,0,0,0,0,0,0,0,252.5,25
26,1.78,44,8,8,398,3182,3,0,0,0,1,0,0,0,0,0,0,0,0,0,324.2,25
27,1.83,38,47,11,73,3420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,318.6,25
25,1.9,29,35,9,73,2565,3,0,0,1,0,0,0,0,0,0,0,1,0,0,226.3,25
29,1.92,34,2,1,1442,2883,5,0,0,0,0,0,0,0,1,0,0,0,0,0,629,25
28,1.86,39,11,5,271,2981,1,1,0,0,0,0,0,0,0,0,0,0,0,0,226.3,25
30,1.96,36,1,2,3181,3181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,437,25
26,1.87,37,15,5,214,3212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,136.7,25
27,1.83,40,2,9,1736,3471,2,0,0,0,1,0,0,0,0,0,0,0,0,0,352.9,25
29,1.8,33,0,0,0,2716,2,0,0,0,0,0,0,0,0,0,1,0,0,0,457,25
28,1.91,47,37,22,114,4230,2,0,0,0,0,0,0,0,0,0,0,1,0,0,376,25
28,1.88,31,4,2,429,1716,1,0,0,0,1,0,0,0,0,0,0,0,0,0,329.5,25
27,1.71,31,1,3,1573,1573,5,0,0,0,1,0,0,0,0,0,0,0,0,0,457,25
27,1.91,31,0,2,0,1844,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1020,25
25,1.75,47,6,10,490,2943,5,0,0,0,0,0,0,0,0,0,1,0,0,0,534.45,25
27,1.71,53,7,16,676,4731,6,0,0,0,0,0,0,0,0,0,1,0,0,0,313,25
30,1.94,30,0,0,0,1509,2,0,0,0,0,0,0,0,1,0,0,0,0,0,795.7,25
29,1.88,42,2,1,1807,3614,0,0,0,1,0,0,0,0,1,0,0,0,0,0,680.3,25
27,1.8,38,16,6,169,2698,6,1,0,0,0,0,0,0,0,0,0,0,0,0,487.3,25
29,1.83,46,5,6,811,4057,5,0,0,0,0,0,0,0,0,1,0,0,0,0,629,25
29,1.81,42,9,5,296,2667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,457,25
29,1.85,37,60,7,56,3330,1,0,0,0,0,0,0,0,0,0,0,1,0,0,352.9,25
30,1.89,44,15,3,166,2490,6,1,0,0,0,0,0,0,0,0,0,0,0,0,457,25
32,1.76,45,14,16,240,3355,6,0,0,0,0,0,0,1,0,0,0,0,0,0,457,25
31,1.86,32,2,1,1275,2550,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1020,25
31,1.82,41,2,9,1462,2923,6,0,1,1,0,0,0,0,0,0,0,0,0,0,795.7,25
32,1.8,48,9,7,398,3586,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1050,25
21,1.82,35,11,4,254,2792,0,1,0,1,0,0,0,0,0,0,0,0,0,0,129.55,24
25,1.75,40,3,4,1153,3460,3,0,0,0,0,0,0,0,0,1,0,0,0,0,457,24
25,1.78,44,16,7,212,3394,2,0,0,1,0,0,0,0,0,0,0,0,0,0,280.15,24
30,1.84,54,3,12,1234,3703,2,0,0,0,0,0,0,0,0,0,0,0,0,1,420.7,24
30,1.72,46,13,12,277,3603,6,0,0,0,0,0,0,1,0,0,0,0,0,0,313,23
21,1.75,37,1,3,1419,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,22
23,1.83,39,9,9,231,2077,6,1,0,0,0,0,0,0,0,0,0,0,0,0,279.3,22
23,1.78,41,15,6,149,2235,2,1,0,0,0,0,0,0,0,0,0,0,0,0,259.2,22
21,1.8,26,2,1,718,1436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,398.7,22
20,1.88,33,3,4,889,2666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143.05,22
23,1.97,38,73,5,47,3420,1,0,0,0,0,0,0,0,0,0,0,1,0,0,318,22
21,1.82,32,3,3,575,1724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,318,22
26,1.75,53,5,9,816,4080,5,0,0,1,0,0,0,0,0,0,0,0,0,0,279.3,22
23,1.72,22,7,1,145,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,22
26,1.78,39,10,8,280,2799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,358.7,22
20,1.78,36,0,2,0,2357,1,0,1,0,0,0,0,0,0,0,0,0,0,0,225.65,22
25,1.8,33,9,5,291,2618,6,0,1,0,0,0,0,0,0,0,0,0,0,0,160,22
23,1.78,28,1,4,1800,1800,2,0,0,0,0,0,1,0,0,0,0,0,0,0,225.65,22
25,1.83,32,0,1,0,2392,1,0,0,0,0,0,0,0,0,1,0,0,0,0,795.7,22
26,1.76,47,12,15,248,2970,3,0,0,0,0,1,0,0,0,0,0,0,0,0,313,22
22,1.93,30,0,0,0,2172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,398.7,22
25,1.85,24,22,3,81,1784,6,1,0,0,0,0,0,0,0,0,0,0,0,0,154.15,22
25,1.85,27,0,1,0,1818,1,0,0,0,0,0,0,0,0,1,0,0,0,0,437,22
26,1.75,39,5,10,585,2924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,318,22
25,1.83,38,0,0,0,3292,1,0,0,0,0,0,0,0,1,0,0,0,0,0,437,22
23,1.8,35,0,0,0,2736,3,0,0,0,0,0,0,0,0,0,1,0,0,0,352.9,22
23,1.84,37,7,0,424,2969,2,0,1,1,0,0,0,0,0,0,0,0,0,0,171.4,22
23,1.78,23,2,1,602,1203,2,0,0,0,0,0,0,0,0,0,0,0,0,1,680.3,22
23,1.77,18,0,3,0,1022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,243.7,22
23,1.85,32,10,5,185,1851,3,1,0,0,0,0,0,0,0,0,0,0,0,0,222.83,22
26,1.79,35,10,3,237,2369,1,1,0,0,0,0,0,0,0,0,0,0,0,0,397,22
25,1.87,41,3,4,1046,3137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,494.3,22
23,1.92,32,0,0,0,2154,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1020,22
27,1.83,28,8,1,268,2145,1,0,0,0,0,1,0,0,0,0,0,0,0,0,235.6,22
25,1.7,38,0,2,0,3227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,318.6,22
23,1.69,37,0,0,0,2552,3,0,0,0,0,0,0,0,0,0,1,0,0,0,795.7,22
27,1.72,50,11,5,263,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.5,22
25,1.78,39,12,11,276,3311,5,0,0,0,0,1,0,0,0,0,0,0,0,0,126.2,22
26,1.88,20,33,6,55,1800,2,0,0,0,0,0,0,0,0,0,0,1,0,0,332.65,22
26,1.87,40,14,4,155,2169,1,1,0,0,0,0,0,0,0,0,0,0,0,0,324.2,22
25,1.74,31,1,2,2249,2249,6,0,1,0,0,0,0,0,0,0,0,0,0,0,487.3,22
28,1.9,32,0,1,0,2280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,358.7,22
26,1.84,45,4,0,940,3762,2,0,1,0,0,0,0,0,0,0,0,0,0,0,294.45,22
30,1.85,39,1,1,3446,3446,1,0,0,0,0,0,0,0,1,0,0,0,0,0,352.9,22
31,1.81,34,12,5,138,1654,6,1,0,0,0,0,0,0,0,0,0,0,0,0,879,22
24,1.85,40,3,3,993,2978,5,0,1,0,0,0,0,0,0,0,0,0,0,0,318,21
26,1.78,28,14,2,165,2304,6,1,0,0,0,0,0,0,0,0,0,0,0,0,154.15,21
16,1.73,22,4,1,278,1111,3,1,0,0,0,0,0,0,0,0,0,0,0,0,154.15,20
21,1.77,36,7,9,387,2708,0,0,0,1,0,1,0,0,0,0,0,0,0,0,243.7,20
18,1.83,27,6,0,99,595,1,1,0,0,0,0,0,0,0,0,0,0,0,0,979.7,20
22,1.91,35,0,1,0,2225,2,0,0,0,0,0,0,0,1,0,0,0,0,0,421.85,20
19,1.95,40,17,3,146,2486,5,1,0,0,0,0,0,0,0,0,0,0,0,0,222.83,20
20,1.84,36,2,0,1566,3133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,231.8,20
23,1.83,35,1,1,2133,2133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,329.5,20
22,1.71,12,6,7,176,1059,1,0,0,0,1,0,0,0,0,0,0,0,0,0,60.15,20
22,1.94,33,2,3,1434,2868,2,0,0,1,0,0,0,0,1,0,0,0,0,0,222.83,20
20,1.7,22,3,0,243,730,2,0,0,0,1,0,0,0,0,0,0,0,0,0,879,20
21,1.74,45,12,6,239,2870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,278.2,20
23,1.88,36,20,2,144,2887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,235.6,20
20,1.85,25,0,4,0,1887,5,0,0,0,1,0,0,0,0,0,0,0,0,0,222.83,20
25,1.73,31,1,1,2493,2493,2,0,0,0,0,0,0,0,0,0,1,0,0,0,332.65,20
21,1.85,30,1,3,1025,1025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,318.6,20
21,1.9,26,0,2,0,2020,1,0,0,0,0,0,0,0,1,0,0,0,0,0,397,20
25,1.79,50,15,6,221,3319,5,0,0,0,0,0,0,0,0,0,0,0,0,0,279.3,20
23,1.9,26,1,0,1781,1781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200.7,20
22,1.78,37,3,5,729,2188,5,0,1,0,0,0,0,0,0,0,0,0,0,0,420.7,20
23,1.89,28,0,0,0,2180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,890,20
25,1.78,43,1,10,3616,3616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,324.2,20
23,1.91,34,1,2,2528,2528,3,0,0,0,0,0,0,0,1,0,0,0,0,0,169.53,20
25,1.95,39,3,2,1043,3130,2,0,0,0,0,0,0,0,1,0,0,0,0,0,236.3,20
23,1.9,30,2,1,1140,2279,2,0,0,0,0,0,0,0,0,0,1,0,0,0,318,20
25,1.85,39,10,6,318,3181,2,0,0,0,0,1,0,0,0,0,0,0,0,0,129.55,20
22,1.79,41,4,3,864,3458,5,0,1,0,0,0,0,0,0,0,0,0,0,0,222.83,20
25,1.88,49,4,5,1102,4407,3,0,0,0,0,0,0,0,1,0,0,0,0,0,183,20
24,1.72,47,13,11,239,3113,2,0,0,0,0,1,0,0,0,0,0,0,0,0,278.2,20
25,1.78,40,2,6,1082,2163,2,0,0,0,1,0,0,0,0,0,0,0,0,0,320.3,20
22,1.85,41,5,1,734,3669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,320.3,20
23,1.77,40,19,3,140,2654,2,1,0,0,0,0,0,0,0,0,0,0,0,0,184.1,20
24,1.83,36,4,4,354,1414,6,1,0,0,0,0,0,0,0,0,0,0,0,0,443.1,20
23,1.83,38,8,0,169,1354,6,1,0,0,0,0,0,0,0,0,0,0,0,0,420.7,20
23,1.84,53,0,3,0,3739,5,0,0,0,0,0,1,0,0,0,0,0,0,0,313,20
24,1.96,46,76,12,54,4107,1,0,0,0,0,0,0,0,0,0,0,1,0,0,123.8,20
25,1.75,39,1,8,2936,2936,1,0,0,0,0,0,0,0,0,0,1,0,0,0,358.7,20
25,1.87,25,0,3,0,1344,2,0,0,0,0,0,0,0,0,1,0,0,0,0,882.55,20
24,1.88,28,0,0,0,1770,2,0,0,0,0,0,1,0,0,0,0,0,0,0,443.1,20
26,1.87,23,0,0,0,1142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,680.3,20
26,1.9,13,1,0,722,722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1020,20
24,1.75,26,0,0,0,2292,6,0,0,0,0,0,1,0,0,0,0,0,0,0,318,20
23,1.8,35,7,7,395,2766,1,0,0,1,1,0,0,0,0,0,0,0,0,0,154.65,20
25,1.8,39,0,2,0,2456,2,0,0,0,0,0,0,0,0,0,1,0,0,0,487.3,20
23,1.71,43,7,6,362,2532,6,0,0,0,1,0,0,0,0,0,0,0,0,0,547.25,20
30,1.85,49,30,13,121,3643,6,1,0,1,0,0,0,0,0,0,0,0,0,0,279.3,20
29,1.86,36,3,0,1082,3247,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.7,20
25,1.83,29,10,1,148,1481,3,1,0,0,0,0,0,0,0,0,0,0,0,0,332.65,20
25,1.78,35,5,6,561,2803,1,0,0,0,1,0,0,0,0,0,0,0,0,0,169.53,20
27,1.75,33,6,6,449,2692,2,0,0,1,0,0,0,0,0,0,0,0,0,0,220.9,20
25,1.87,38,0,2,0,3404,2,0,0,0,0,0,0,0,1,0,0,0,0,0,443.1,20
26,1.83,35,6,1,438,2628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,352.9,20
28,1.87,29,7,1,354,2480,2,0,0,0,0,0,0,0,0,0,1,0,0,0,223,20
26,1.76,31,1,4,2114,2114,3,0,0,1,0,0,0,0,0,1,0,0,0,0,547.25,20
28,1.73,43,16,9,228,3640,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111.3,20
25,1.76,25,2,0,392,783,6,0,1,0,0,0,0,0,0,0,0,0,0,0,882.55,20
29,1.78,29,1,2,2431,2431,5,0,0,0,0,0,1,0,0,0,0,0,0,0,160,20
27,1.65,37,6,1,321,1925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,398.7,20
27,1.9,39,33,19,107,3540,5,0,0,0,0,0,0,0,0,0,0,1,0,0,534.45,20
26,1.89,38,1,0,3304,3304,2,0,0,0,0,0,0,0,1,0,0,0,0,0,161.9,20
32,1.71,9,0,1,0,685,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1020,20
28,1.82,43,6,1,559,3354,6,0,0,0,0,0,0,0,1,0,0,0,0,0,259.2,20
28,1.86,50,1,3,4083,4083,6,0,0,0,0,0,1,0,0,0,0,0,0,0,317.15,20
27,1.85,44,9,9,287,2582,3,1,0,0,0,0,0,0,0,0,0,0,0,0,487.3,20
27,1.95,46,1,0,3620,3620,0,0,0,0,0,0,0,0,1,0,0,0,0,0,421.85,20
29,1.79,38,0,6,0,2752,2,0,0,0,0,0,0,0,0,0,1,0,0,0,437,20
30,1.81,39,2,2,1384,2769,1,0,0,0,0,0,0,0,0,0,1,0,0,0,680.3,20
26,1.89,33,3,0,972,2917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,223,20
30,1.69,53,6,5,350,2101,5,0,1,0,0,0,0,0,0,0,0,0,0,0,795.7,20
29,1.7,35,5,14,591,2957,5,0,0,0,0,0,0,0,0,0,1,0,0,0,547.7,20
29,1.71,37,4,4,407,1627,5,0,0,0,0,1,0,0,0,0,0,0,0,0,629,20
32,1.7,41,24,7,115,2761,2,1,0,0,0,0,0,0,0,0,0,0,0,0,324.2,20
29,1.91,46,5,4,826,4128,6,0,0,0,0,0,0,0,1,0,0,0,0,0,161.9,20
30,1.91,10,0,1,0,161,6,0,1,0,0,0,0,0,0,0,0,0,0,0,420.7,20
29,1.77,42,4,2,512,2050,6,0,1,0,0,0,0,0,0,0,0,0,0,0,795.7,20
32,1.78,39,6,2,477,2863,2,0,0,0,1,0,0,0,0,0,0,0,0,0,252.5,20
38,1.87,34,17,4,157,2668,6,1,0,0,0,0,0,0,0,0,0,0,0,0,80.7,20
28,1.74,19,2,2,712,1424,6,0,0,0,1,0,0,0,0,0,0,0,0,0,154.15,19
18,1.72,19,8,4,151,1211,3,1,0,0,0,0,0,0,0,0,0,0,0,0,87.85,18
17,1.78,30,3,0,342,1026,1,0,1,0,0,0,0,0,0,0,0,0,0,0,882.55,18
21,1.73,37,1,5,2608,2608,0,0,0,1,0,0,0,0,0,1,0,0,0,0,324.2,18
20,1.89,29,0,0,0,2474,3,0,0,0,0,0,0,0,1,0,0,0,0,0,243.7,18
21,1.76,38,0,7,0,2518,0,0,0,0,0,0,0,0,0,0,1,0,0,0,320.3,18
19,1.7,44,6,5,462,2770,3,0,0,0,0,0,0,0,0,0,0,0,0,0,318,18
20,1.85,25,0,1,0,1861,0,0,0,1,0,0,0,0,0,0,1,0,0,0,318.6,18
21,1.88,37,61,5,55,3330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,397,18
23,1.83,38,7,3,364,2547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,352.9,18
24,1.71,31,8,7,307,2459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171.4,18
22,1.75,29,3,4,512,1535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,235.6,18
24,1.88,28,0,1,0,2440,0,0,0,0,0,0,0,0,1,0,0,0,0,0,397,18
22,1.93,35,1,2,3150,3150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200.7,18
21,1.99,36,40,12,82,3270,2,0,0,0,0,0,0,0,0,0,0,1,0,0,104,18
23,1.83,37,6,0,490,2943,1,0,0,0,0,0,0,0,0,0,1,0,0,0,259.2,18
22,1.83,36,1,1,2178,2178,5,0,0,0,0,0,0,0,0,1,0,0,0,0,332.65,18
22,1.83,23,5,5,385,1926,2,1,0,0,0,0,0,0,0,0,0,0,0,0,96.2,18
20,1.73,33,7,4,206,1440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,320.3,18
23,1.85,38,1,5,2793,2793,2,0,0,0,0,0,0,0,1,0,0,0,0,0,280.15,18
31,1.94,12,17,1,61,1035,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1020,18
22,1.84,40,3,3,1171,3512,3,0,0,0,0,0,0,0,0,1,0,0,0,0,183,18
26,1.7,30,5,12,447,2237,6,0,0,0,1,0,0,0,0,0,0,0,0,0,160,18
20,1.75,22,6,4,208,1246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104.6,12
30,1.81,24,3,2,280,839,2,0,0,0,0,1,0,0,0,0,0,0,0,0,143.05,7.5
33,1.78,24,5,5,337,1685,6,0,1,0,0,0,0,0,0,0,0,0,0,0,41.19,8
21,1.8,44,14,3,150,2095,6,1,0,0,0,0,0,0,0,0,0,0,0,0,280.15,13
20,1.91,29,3,0,739,2216,6,0,0,0,0,0,0,0,1,0,0,0,0,0,209,9
28,1.68,41,7,7,438,3068,1,0,1,0,0,0,0,0,0,0,0,0,0,0,66.5,9
25,1.85,31,7,6,264,1847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,9
26,1.82,37,9,2,321,2893,6,1,0,0,0,0,0,0,0,0,0,0,0,0,136.7,9
24,1.76,8,1,3,662,662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38.63,10
24,1.8,30,11,6,221,2428,2,0,1,0,0,0,0,0,0,0,0,0,0,0,38.63,9
18,1.76,24,11,1,144,1580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,313,9
27,1.73,35,5,4,607,3037,3,0,0,0,0,0,0,0,0,1,0,0,0,0,126.1,9
24,1.87,35,0,2,0,3036,3,0,0,0,0,0,0,0,1,0,0,0,0,0,136.1,9
26,1.93,7,1,1,124,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,184.1,7
30,1.93,19,5,1,244,1218,6,1,0,0,0,0,0,0,0,0,0,0,0,0,64.4,6
18,1.74,12,1,1,466,466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,358.7,9
28,1.84,22,0,4,0,1542,2,0,0,0,0,0,0,0,0,1,0,0,0,0,25.6,5
25,1.74,47,15,8,268,4024,5,0,0,0,0,1,0,0,0,0,0,0,0,0,73.3,9
31,1.9,36,52,8,62,3240,6,0,0,0,0,0,0,0,0,0,0,1,0,0,253.5,10
26,1.81,36,1,2,2269,2269,3,0,0,0,0,0,1,0,0,0,0,0,0,0,294.45,9
28,1.89,31,10,3,152,1517,2,0,0,0,0,1,0,0,0,0,0,0,0,0,201.6,8
27,1.92,35,40,11,79,3150,6,0,0,0,0,0,0,0,0,0,0,1,0,0,93.6,10
25,1.85,32,1,6,1813,1813,2,0,0,0,0,0,1,0,0,0,0,0,0,0,136.1,7
20,1.85,35,13,3,204,2656,2,1,0,0,0,0,0,0,0,0,0,0,0,0,31.63,9
30,1.75,34,3,1,368,1105,5,0,0,1,0,0,0,0,0,0,0,0,0,0,201.6,9
31,1.67,35,0,4,0,1840,1,0,0,0,0,1,0,0,0,0,0,0,0,0,136.7,4.5
26,1.88,49,64,17,69,4410,2,0,0,0,0,0,0,0,0,0,0,1,0,0,56.3,6
24,1.74,33,3,2,584,1753,1,0,0,0,1,0,0,0,0,0,0,0,0,0,146.2,10
26,1.86,36,0,1,0,3181,2,0,0,0,0,0,0,0,1,0,0,0,0,0,146.2,6
24,1.78,20,0,0,0,912,5,0,0,0,0,0,0,0,0,0,1,0,0,0,274.15,9
29,1.75,32,9,9,276,2487,6,1,0,0,0,0,0,0,0,0,0,0,0,0,41.19,8
27,1.86,24,0,0,0,1184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,119.45,6.5
20,1.85,28,1,2,1213,1213,2,0,1,0,0,0,0,0,0,0,0,0,0,0,225.65,6
30,1.74,19,1,6,1415,1415,6,0,0,0,1,0,0,0,0,0,0,0,0,0,12,4.5
